date,equity
2019-06-18,2.629787648742209
2019-06-19,2.629787648742209
2019-06-20,2.629787648742209
2019-06-21,2.629787648742209
2019-06-24,2.629787648742209
2019-06-25,2.629787648742209
2019-06-26,2.629787648742209
2019-06-27,2.629787648742209
2019-06-28,2.629787648742209
2019-07-01,2.629787648742209
2019-07-02,2.629787648742209
2019-07-03,2.629787648742209
2019-07-04,2.629787648742209
2019-07-05,2.629787648742209
2019-07-08,2.629787648742209
2019-07-09,2.629787648742209
2019-07-10,2.629787648742209
2019-07-11,2.629787648742209
2019-07-12,2.629787648742209
2019-07-15,2.629787648742209
2019-07-16,2.629787648742209
2019-07-17,2.629787648742209
2019-07-18,2.629787648742209
2019-07-19,2.629787648742209
2019-07-22,2.629787648742209
2019-07-23,2.629787648742209
2019-07-24,2.629787648742209
2019-07-25,2.629787648742209
2019-07-26,2.629787648742209
2019-07-29,2.629787648742209
2019-07-30,2.629787648742209
2019-07-31,2.629787648742209
2019-08-01,2.629787648742209
2019-08-02,2.629787648742209
2019-08-05,2.629787648742209
2019-08-06,2.629787648742209
2019-08-07,2.629787648742209
2019-08-08,2.629787648742209
2019-08-09,2.629787648742209
2019-08-13,2.629787648742209
2019-08-14,2.629787648742209
2019-08-16,2.629787648742209
2019-08-19,2.629787648742209
2019-08-20,2.629787648742209
2019-08-21,2.629787648742209
2019-08-22,2.629787648742209
2019-08-23,2.629787648742209
2019-08-26,2.629787648742209
2019-08-27,2.629787648742209
2019-08-28,2.629787648742209
2019-08-29,2.629787648742209
2019-08-30,2.629787648742209
2019-09-03,2.629787648742209
2019-09-04,2.629787648742209
2019-09-05,2.629787648742209
2019-09-06,2.629787648742209
2019-09-09,2.629787648742209
2019-09-11,2.629787648742209
2019-09-12,2.629787648742209
2019-09-13,2.629787648742209
2019-09-16,2.629787648742209
2019-09-17,2.629787648742209
2019-09-18,2.629787648742209
2019-09-19,2.629787648742209
2019-09-20,2.629787648742209
2019-09-23,2.629787648742209
2019-09-24,2.629787648742209
2019-09-25,2.629787648742209
2019-09-26,2.629787648742209
2019-09-27,2.629787648742209
2019-09-30,2.629787648742209
2019-10-01,2.629787648742209
2019-10-03,2.629787648742209
2019-10-04,2.629787648742209
2019-10-07,2.629787648742209
2019-10-09,2.629787648742209
2019-10-10,2.629787648742209
2019-10-11,2.629787648742209
2019-10-14,2.629787648742209
