symbol,segment
TASTYBITE,EQ
TATACAP,EQ
TATACHEM,EQ
TATACOMM,EQ
TATACONSUM,EQ
TATAELXSI,EQ
TATAINVEST,EQ
TATAPOWER,EQ
TATASTEEL,EQ
TATATECH,EQ
TATVA,EQ
TAURIAN,SME
TBI,SME
TBOTEK,EQ
TBZ,EQ
TCC,EQ
TCI,EQ
TCIEXP,EQ
TCIFINANCE,EQ
TCL,SME
TCPLPACK,EQ
TCS,EQ
TDPOWERSYS,EQ
TEAMGTY,EQ
TEAMLEASE,EQ
TECHD,SME
TECHERA,SME
TECHLABS,SME
TECHM,EQ
TECHNOE,EQ
TECHNVISN,EQ
TECILCHEM,EQ
TEGA,EQ
TEJASCARGO,SME
TEJASNET,EQ
TEMBO,EQ
TENNIND,EQ
TERASOFT,EQ
TEXINFRA,EQ
TEXMOPIPES,EQ
TEXRAIL,EQ
TFCILTD,EQ
TFL,EQ
TGBHOTELS,EQ
TGL,SME
THACKER,EQ
THAKDEV,EQ
THANGAMAYL,EQ
THEINVEST,EQ
THEJO,EQ
THELEELA,EQ
THEMISMED,EQ
THERMAX,EQ
THESL,SME
THOMASCOOK,EQ
THOMASCOTT,EQ
THYROCARE,EQ
TI,EQ
TICL,EQ
TIGERLOGS,EQ
TIIL,EQ
TIINDIA,EQ
TIJARIA,EQ
TIL,EQ
TIMESCAN,SME
TIMETECHNO,EQ
TIMEX,EQ
TIMKEN,EQ
TINNARUBR,EQ
TIPSFILMS,EQ
TIPSMUSIC,EQ
TIRUMALCHM,EQ
TIRUPATI,SME
TIRUPATIFL,EQ
TITAGARH,EQ
TITAN,EQ
TMB,EQ
TMCV,EQ
TMPV,EQ
TNPETRO,EQ
TNPL,EQ
TNTELE,EQ
TOKYOPLAST,EQ
TOLINS,EQ
TORNTPHARM,EQ
TORNTPOWER,EQ
TOTAL,EQ
TOUCHWOOD,EQ
TPHQ,EQ
TPLPLASTEH,EQ
TRACXN,EQ
TRANSPEK,EQ
TRANSRAILL,EQ
TRANSTEEL,SME
TRANSWIND,SME
TRANSWORLD,EQ
TRAVELFOOD,EQ
TREEHOUSE,EQ
TREJHARA,EQ
TREL,EQ
TRENT,EQ
TRF,EQ
TRIDENT,EQ
TRIDHYA,SME
TRIGYN,EQ
TRITURBINE,EQ
TRIVENI,EQ
TROM,SME
TRU,EQ
TRUALT,EQ
TRUST,SME
TSC,SME
TSFINV,EQ
TTKHLTCARE,EQ
TTKPRESTIG,EQ
TTL,EQ
TTML,EQ
TUNWAL,SME
TVSELECT,EQ
TVSHLTD,EQ
TVSMOTOR,EQ
TVSSCS,EQ
TVSSRICHAK,EQ
TVTODAY,EQ
TVVISION,EQ
UBL,EQ
UCAL,EQ
UCL,SME
UCOBANK,EQ
UDS,EQ
UEL,EQ
UFBL,EQ
UFLEX,EQ
UFO,EQ
UGARSUGAR,EQ
UGROCAP,EQ
UHTL,SME
UJJIVANSFB,EQ
ULTRACEMCO,EQ
ULTRAMAR,EQ
UMA,SME
UMAEXPORTS,EQ
UMESLTD,EQ
UMIYA-MRO,EQ
UNICHEMLAB,EQ
UNIDT,EQ
UNIECOM,EQ
UNIENTER,EQ
UNIHEALTH,SME
UNIINFO,EQ
UNILEX,SME
UNIMECH,EQ
UNIONBANK,EQ
UNIPARTS,EQ
UNITDSPR,EQ
UNITECH,EQ
UNITEDPOLY,EQ
UNITEDTEA,EQ
UNIVASTU,EQ
UNIVCABLES,EQ
UNIVPHOTO,EQ
UNOMINDA,EQ
UPL,EQ
URAVIDEF,EQ
URBAN,SME
URBANCO,EQ
URJA,EQ
USASEEDS,SME
USHAFIN,SME
USHAMART,EQ
USK,EQ
UTIAMC,EQ
UTKARSHBNK,EQ
UTLSOLAR,EQ
UTSSAV,SME
UTTAMSUGAR,EQ
UWCSL,SME
UYFINCORP,EQ
V2RETAIL,EQ
VADILALIND,EQ
VAIBHAVGBL,EQ
VAISHALI,EQ
VAKRANGEE,EQ
VALIANTLAB,EQ
VALIANTORG,EQ
VARDHACRLC,EQ
VARDMNPOLY,EQ
VARROC,EQ
VASA,SME
VASCONEQ,EQ
VASWANI,EQ
VBL,EQ
VCL,EQ
VDEAL,SME
VEDL,EQ
VEEDOL,EQ
VEEKAYEM,SME
VELJAN,EQ
VELS,SME
VENKEYS,EQ
VENTIVE,EQ
VENUSPIPES,EQ
VENUSREM,EQ
VERA,SME
VERANDA,EQ
VERITAAS,SME
VERTEXPLUS,SME
VERTOZ,EQ
VESUVIUS,EQ
VETO,EQ
VGINFOTECH,SME
VGL,EQ
VGUARD,EQ
VHL,EQ
VHLTD,EQ
VIAZ,SME
VICTORYEV,SME
VIDHIING,EQ
VIDYAWIRES,EQ
VIESL,SME
VIGOR,SME
VIJAYA,EQ
VIJAYPD,SME
VIJIFIN,EQ
VIKASECO,EQ
VIKASLIFE,EQ
VIKRAMSOLR,EQ
VIKRAN,EQ
VILAS,SME
VILINBIO,SME
VIMTALABS,EQ
VINATIORGA,EQ
VINCOFE,EQ
VINDHYATEL,EQ
VINEETLAB,EQ
VINNY,EQ
VINSYS,SME
VINYAS,SME
VINYLINDIA,EQ
VIPCLOTHNG,EQ
VIPIND,EQ
VIPULLTD,EQ
VIRINCHI,EQ
VISAKAIND,EQ
VISAMAN,SME
VISASTEEL,EQ
VISHNU,EQ
VISHNUINFR,SME
VISHWARAJ,EQ
VISHWAS,SME
VITAL,EQ
VIVIANA,SME
VIVIDEL,SME
VIVIDHA,EQ
VIVIMEDLAB,EQ
VIVO,SME
VIYASH,EQ
VLEGOV,EQ
VLINFRA,SME
VLSFINANCE,EQ
VMARCIND,SME
VMART,EQ
VMM,EQ
VMSTMT,EQ
VOLERCAR,SME
VOLTAMP,EQ
VOLTAS,EQ
VPRPL,EQ
VR,SME
VRAJ,EQ
VRLLOG,EQ
VSCL,SME
VSSL,EQ
VSTIND,EQ
VSTL,EQ
VSTTILLERS,EQ
VTL,EQ
WAAREEENER,EQ
WAAREEINDO,EQ
WAAREERTL,EQ
WABAG,EQ
WAKEFIT,EQ
WALCHANNAG,EQ
WALPAR,SME
WANBURY,EQ
WCIL,EQ
WEALTH,EQ
WEBELSOLAR,EQ
WEIZMANIND,EQ
WEL,EQ
WELCORP,EQ
WELENT,EQ
WELINV,EQ
WELSPLSOL,EQ
WELSPUNLIV,EQ
WENDT,EQ
WESTLIFE,EQ
WEWIN,EQ
WEWORK,EQ
WHEELS,EQ
WHIRLPOOL,EQ
WHITEFORCE,SME
WILLAMAGOR,EQ
WIMPLAST,EQ
WINDLAS,EQ
WINDMACHIN,EQ
WINNY,SME
WINSOL,SME
WINSOME,EQ
WIPL,EQ
WIPRO,EQ
WOCKPHARMA,EQ
WOL3D,SME
WOMANCART,SME
WONDERLA,EQ
WORTHPERI,EQ
WPIL,EQ
WSI,EQ
WSTCSTPAPR,EQ
WTICAB,SME
XCHANGING,EQ
XELPMOC,EQ
XPROINDIA,EQ
XTGLOBAL,EQ
YAAP,SME
YASHO,EQ
YASHOPTICS,SME
YATHARTH,EQ
YATRA,EQ
YCCL,SME
YESBANK,EQ
YUDIZ,SME
YUKEN,EQ
ZAGGLE,EQ
ZEAL,SME
ZEEL,EQ
ZEELEARN,EQ
ZEEMEDIA,EQ
ZENITHDRUG,SME
ZENITHEXPO,EQ
ZENITHSTL,EQ
ZENSARTECH,EQ
ZENTEC,EQ
ZFCVINDIA,EQ
ZFSTEERING,EQ
ZIMLAB,EQ
ZODIAC,EQ
ZODIACLOTH,EQ
ZOTA,EQ
ZSARACOM,EQ
ZTECH,SME
ZUARI,EQ
ZUARIIND,EQ
ZYDUSLIFE,EQ
ZYDUSWELL,EQ
